1951,September,6,"Sayles Hall becomes mens dormitory again. (Alumni Quarterly, Jan. 1951, p. 2) "
1951,,6,"Martha C. Pritchard Fund established in Department of Librarianship to aid students undergraduate study in Librarianship. (Alumni Quarterly, Jan. 1952, p. 6) "
1951,,6,"Film, “Tomorrow’s Teachers” created as a high school recruiting tool. (Alumni Quarterly, April 1952, p. 4)"
1952,,6,"Tau Kappa Alpha, national forensic honorary society, grants local chapter to NYSCT. (Alumni Quarterly, April 1952, p. 4) "
1952,,6,Arena Theatre program (summers) initiated. Discontinued for lack of funding in late 60's. 
1952,September 1,6,"Office of Dean of Men created. David Hartley first Dean. (State College News, April 25, 1952, pp. 1 & 6) "
1952,,6,Department of Library Science given right to grant M.L.S.  Director of Graduate Studies hired. 
1952,June 21,6,"  Alpha Pi Alpha Fraternity formed as local fraternity when brothers withdraw from Kappa Delta Rho because of the nationals “gentleman’s agreement” which barred membership to non-whites and non-Christians. Chronology of Events [re the Founding of Alpha Pi Alpha]” by Paul and Lee Atwood, August 2001."
1953,,6,"SUNY Board of Trustees rules no organization can exist on a SUNY campus which bars students because of race, creed, color, religion, national origin, or other artificial criteria. They also ruled that no greek organization could have national affiliation. "
1953,,10,"Northeastern New York Speech Center, Inc., founded.  October 31-The first Homecoming Weekend consisted of a soccer game, punch party, and dance. The weekend was organized by the Senior Class?? which invited graduates of the classes of 1951, 1952, and 1953 to return to the school. (State College News, October 30, 1953, p. 1)"
1954,,6,Center for Curriculum Research and Service (School of Education) established.   ALUMNI AFFAIRS
1954,June 12,6,"Theatre Alumni Association formed to honor Agnes E. Futterer, long time Theatre faculty member and NYSCT graduate. (Alumni Quarterly, January 1962, p. 4)"
1956,Spring,6,"Richardson Annex opens??? According to an October 1955 Alumni Quarterly article, ""Additon to Richardson Hall Progressing Rapidly"", p. 5, the annex was scheduled to open in the Spring of 1956. The annex would provide class room space, dressing and rehearsal rooms rooms for Page Hall, the Speech and Developmental Reading Clinic, and radio and broadcast television space. "
1956,,6,"Child Research and Study Center (School of Education) established.  Camp Dippikill purchased by students for $10,000.00. "
1956,,6,"First Educational TV contract in NYS history signed by State College for Teachers at Albany, State Teachers College at Brockport, the Division Avenue High School, Levittown Memorial High School, Union Free High School-District 5, Town of Hamstead???, Nassau County, Long Island. (Alumni Quarterly, October, 1956, p. 3) "
1956,,6,"East Hall, 358 Western Ave. & West Hall, 366 Western Ave. acquired to house women. (Ibid.) "
1956,July 31,6,"Van Derzee Hall sold for $52,000. Judge Newton B. Van Derzee Scholarship established by the Benevolent Association with funds from the sale. (Alumni Quarterly, January 1957, p. 1; Alumni Quarterly, Winter 1964, p. 4) "
1956,,6,"Mu Lamda Alpha, modern languages honorary society, founded.  Baseball goes intercollegiate. (State College News, )"
1957,,6,"Indonesian Program (Comparative Studies Development Center) established. Kappa Mu goes national, mathematics honorary. "
1957,,6,"Van Derzee Scholarship Fund established by the Benevolent Association for needy undergraduates. Awards varied from $25 to $150. First scholarship awarded in January-June 1957 according to a news release for the January 1957 Alumni Quarterly found in the Van Derzee-Pierce Scholarship folder (Alumni Association Records) and in 1959 according to the Alumni Quarterly, January 1960, p. 5."
1958,September,,Alden Hall (State Dormitory Authority funded) opened and occupied by 200 women students. Briefly known as Women's Dormitory.
1959,February,,"Women's Dormitory officially dedicated as Alden Hall. Named for the first President of the State Normal School, Dr. Joseph Alden. Funded by State Dormitory Authority. "
1959,July,,"-–Portrait of former President Brubacher by Edward P. Buyck presented to the College by the Brubacher Family. The portrait has the map of Switzerland in the background and originally hung in Brubacher Hall. It now hangs in the Special Collections and Archives conference room. The Alumni Quarterly contains a photo of the portrait hanging in the Brubacher Hall stairway with President Collins and Dr. John S. Brubacher looking on. (Alumni Quarterly, July 1959, p. : see also 1934 for the presentation of an oil portrait of President Brubacher funded by the Class of 1932. The class gift, also by Edward P. Buyck, has a statue of the Winged Victory in the background. The portrait originally hung in the Hawley Library and since the early 1990s has hung in the President's Lounge of the University Library."
1959,September 1,,"New York State College for Teachers renamed State University College of Education at Albany. (State University of New York at Albany Annual Catalog, 1963-64, p. 31; Elmer Mathews, “What’s New Around Your College,” Alumni Quarterly, Oct. 1959, p. 2) "
1959,,,"Freshmen varsity intercollegiate athletic teams introduced for the first time as freshman were now barred from playing in varsity athletics. (Winter Sports Guide, 1962-63, p. [5], University Relations Sports Information Files, UA) "
1959,September,,"CASDA wins major USOE grant to abstract and file research.  Waterbury Hall opened and occupied by 200 male students. Named for President Waterbury, 1883-89, Class of 1849. The hall was briefly known as the Men's Dormitory. (“Administration to Dedicate Waterbury Hall Tomorrow,” State College News, April 22, 1960, p. 1) "
1959,,,"Faculty Lectureship established (distinguished faculty lecture series). (School of Graduate Studies Bulletin, 1964-66, pp. 31-2)"
1960,,1,"Ed.D. in School Administration authorized by Regents. First doctoral program authorized for the Campus. (Memo by Edgar Finton, “A School of Graduate Studies”, April 25, 1963, Graduate Studies Folder, 1922-66, President E. R. Collins Papers, here after Flinton, “Graduate Studies”) "
1960,,6,"1960 SUNY Master Plan places priority on masters programs at Albany. (“Self Examination,” Oct. 1,1964, p. 1) "
1960,February 5,6,"-– Co-ed dining hall opened between Alden and Waterbury Halls. (“New Dorms Open Coed Dining Hall,” State College News, February 12, 1960, p. 8) "
1960,March,6,"-–Dean Oscar Lanford announces SUCE will offer Ed.D. degree beginning in September 1960. (Ed Mangelsdorf, “Dean Lanford Announces College Doctoral Program,” State College News, March 16, 1960, p. 1) "
1960,April 23,6,"Waterbury Hall formally named for President Edward R. Waterbury, the first graduate of the New York State Normal School to serve as its president, 1882-89. (“Administration to Dedicate Waterbury Hall Tomorrow,”State College News, April 22, 1960, p. 1) "
1960,September,6,"-–Sayles Hall converted from a men’s to a women’s dorm. Check this! (Pedagogue, 1961, p. 185) "
1960,December,6,"Governor Nelson A. Rockefeller decides to situate new Uptown Campus on Albany Country Club. (“College Move to New Site Out Western Avenue Definite,” State College News, December 16, 1960, p. 1) The State University acquired 230 acres of the Country Club for the campus. (SUNY College at Albany Site Planning Program, December 28, 1960, p. 1, Campus Construction File)"
1961,February,5,"Atmospheric Sciences Research Center established. (General Catalogue, 1963-64, p. 37) "
1961,April 6,6,"Governor Rockefeller approves the State University of New York The Master Plan Revised 1960, previously accept by the Regents on March 24,1961 with minor revisions and adopted formally by the Trustees of the State University of New York on February 16, 1961.  This document (p. 49) called for the establishment of ""comprehensive graduate centers in four key areas of the State.  Graduate centers, each of which will offer programs through the doctorate level, should be established in the following locations: 1. Stony Brook-Setauket, 2. Binghamton, 3. Albany, 4. Buffalo.""  The document went on to describe development of each graduate center.  The ""Graduate Center in Albany"" was described (p. 50)in the following terms: ""Coincident with the early development of graduate programs in the natural sciences in the Long Island Center, the multi-purpose college in Albany should begin graduate work in the humanities and social sciences.  The introduction of master's level work in these subject areas should be effected immediately. Because of its traditional commitment to the arts and sciences and the presence of strong teaching departments, the only factor which should initially limit the introduction of master's programs is the availability of appropriate space. Programs in the humanities and social sciences at the doctoral level should be developed as early as possible. Utilizing the resources of the State Library, modest beginnings at this level might feasibly be made now.  A doctoral program of appropriate dimensions, however, must await the relocation and expansion of the College on its new site."" (State University of New York The Master Plan Revised 1960, Note regarding adoption of the document bound with the plan, pp. 49-50) Middle States reaccreditation. "
1961,September 29,6,"Regents approve 11 state teacher's colleges becoming liberal arts colleges. First undergraduate upperclassmen & women admitted to the liberal arts program rather than teacher training program.  Students can elect either a General Program or Teacher Education Program as their major. In 1962 freshmen would be admitted to the Liberal Arts & Science curriculum. Commissioner of Education Dr. James E. Allen Jr. announces that the State University College of Education at Albany will be renamed the State University College at Albany. It was also officially announced that the College would have a graduate school and that the school would be moved to the Albany Country Club. (""Teacher College Arts, Science Plans Okayed,"" Time-Union, September 30, 1961, p. 3; “Self Examination”, 1964, p. 1) "
1961,September 30,6,"Official announcement that the architect of the new campus would be Edward D. Stone. (""E. D. Stone Will Do Campus Design,"" Times- Union, September 30, 1961, p. 3, Campus Construction Clippings File, 1959-62)"
1961,,6,Dr. Alvin Bryan hired by Chemistry Departmentthought by the University Archivist to be the first African-American faculty member. 
1961,Fall,6,"-–Biology and General Science Departments move to Selfridge & Langford Warehouse at 97 Central Avenue. (State College News, May 19, 1961, p. ) "
1961,September,6,"Two new annexes opened. The Washington Avenue Annex opens in the former Temple of the Congregation Ohav Sholom. The Washington Avenue Annex contains four classrooms, two of which are large lecture halls. The Developmental Reading Office and the Curriculum Materials Library are also housed in the Annex. The second annex is the Lake Avenue Annex housed in the former Presbyterian Church. It has one large lecture hall and a piano. The Psychology Department and the Psychology Lab are located in the building. (""College Adds Two Buildings,"" State College News, September 27, 1961, p. 1)"
1961,October 13,6,"State University College of Education at Albany becomes the State University College at Albany by action of the Regents and the State University Board of Trustees. All of the State University Colleges of Education will have the name change and be allowed to admit students to a liberal arts curriculum in addition to a teacher training curriculum.( State University of New York News Release, October 13, 1961, University Relations News Release Files, UArchives; ""State Holds New Name,"" State College News, October 20, 1961, p. 1)"
1961,November,6,"Public Relations Department established at State College at Albany.  Dr. Frank Carino heads the new department. Nathalie Lampman, SUCA Public Relations Department to Duane LaFlesche, City Editor, Knickerbocker News, November 20, 1961, University Relations News Releases, UA)"
1961,,6,"Barbara Gladysiewicz, ‘61, becomes the school’s first Peace Corps volunteer. (“Gladysiewicz Joins Corps,” State College News, December 1, 1961, p. 4 with photo) "
1961,,6,"James A. Warden Scholarship Fund established in honor of James A. Warden, Class of 1951. Initially a $200.00 scholarship, the award was given to a student in financial need of high academic achievement and noteworthy accomplishments in extra-curricular activities. The award was administered through the Faculty-Student Association. Contributions to the Fund were from the classes of 1948 through 1954. (Warden Fund folder, Alumni Association Records) "
1961,October 14,10,"First mention of the Penguin as the school mascot since 1949. Myskania institutes tradition of the college mascot in penguin’s costume leading the Homecoming parade. The mascot was to be a senior male or female whose service and school spirit had been extemporary for four years and that they be “a ‘good penguin’ type person.” (""'61 Myskania Adopts Plan to Initiate Mascot Tradition,"" State College News, October 13, 1961, p. 1)"
1962,,2,"College of Arts and Sciences created consisting of a Division of Humanities, Division of Social and Behavioral Sciences, and Division of Mathematics and Science. (Self-Study Report, 1971, p. 1 & H3)  Graduate School of Public Affairs becomes part of SUNY. School dates from Fall 1946 under joint Syracuse/NYU program. (Ibid., p. 90) "
1962,,2,"School of Business created. (Ibid., p. 1)  School of Education created. (Ibid.) "
1962,University College created for undergraduate students. 62? or 63???,2,School of Library Science created. (Ibid.????)  
1962,,1,"B.A. for non-teaching candidates approved.?????check above  Ph.D. in English authorized by Regents. First former teachers college in NY (?) to receive authorization for liberal arts doctoral program. First students admitted Sept. 1962. (Flinton, “Graduate Studies”Alumni Quarterly, Jan. 1963, p. 6 ) "
1962,,1,"FallMaster's level degrees offered in Biology, Chemistry, English, French, History, Mathematics, Physics, Spanish, and Business. (Graduate Program to Focus On Expanded Offerings,"" State College News, November 16, 1962, p. 1 [need to check this against bulletins])"
1962,,1,"Ed. D. in Guidance and Personnel Services offered. (Alumni Quarterly, Spring 1965, p. 7) "
1962,,5,"Arena Summer Theatre re-established.  Center for Inter-American Studies established. Discontinued in 1976/77. (General Catalogue, 1963-64, p. 36) "
1962,August,6,"SUNYA made University Center. State University College at Albany renamed State University of New York at Albany. (State University of New York at Albany Annual Catalog, 1963-64, p. 31; Self Examination, 1964, p. 1) "
1962,August,6,"Groundbreaking for new $130,000,000 Uptown Campus. The Campus was designed by Edward Durell Stone. "
1962,September,6,"College Council becomes University Council.  University admits first freshmen non-teacher preparatory students as candidates for B.A. in Liberal Arts and Sciences. (State University of New York at Albany Annual Catalog, 1963-64, p. 31)"
1962,,6,"March 29Beta Beta Beta (Theta Gamma Chapter) national biological society formed. (Alumni Quarterly, April 1962, p. 34; Biotica, p. 5) "
1962,,6,"Phi Delta Kappa, honorary for men in Education, installs Epsilon Omicron campus chapter. (Alumni Quarterly, Oct. 1962, p. 5) "
1962,March 7,10,"Student Senate appropriates $2,000.00 to fund the start-up of radio station WSCA which will broadcast as a closed circuit AM carrier current signal to dorms and reach 48% of students. Bill Alexander'65 is the first station manager, and Don Allen '63 is the Assistant Station Manager. Faculty Advisors are Antony Salatino and Harold Story. (Charlie Baker, ""Senate Appropriates $2,000 To WSCA; Broadcasting Operations To Begin Soon,"" State College News, March 9, 1962, p. 1; Bill Alexander, ""WSCA to Start Operations; Group to Meet on Tuesday,"" State College News, March 22, 1962, p. 1)"
1962,September,10,"Student Peace Group formed. (""Students Form Peace Group,"" State College News, October 19, 1962, p. 8) "
1962,November,10,"Fencing Society is established at SUNYA with Col. Walter M. Tisdale as the society's sponsor.  Ed Reid is elected the first president. (SUNYA News Release, November 19, 1962, University Relations News Releases,UA)"
1963,,2,"Department of Earth and Atmospheric Sciences founded and admits first students. Name later changed to Department of Atmospheric Sciences (1968). Awards first M.S. in 1967, first Ph.D. in 1970. "
1963,Fall,2,"School of Social Welfare approved (admits first students in 1965).  University College for freshmen and sophomores headed by Clifton Thorne created. (Alumni Quarterly, Fall 1963, p. 4) "
1963,,1,"Ed.D. in Curriculum Supervision offered. (Alumni Quarterly, Spring 1965, p. 7) "
1963,Fall,1,"Ed.D. in Developmental Reading offered. (Ibid.)  Ph.D. in American History offered. (Alumni Quarterly, Spring 1965, p. 7) "
1963,Fall,1,"Ph.D. in English offered. (Self Study Report, 1971, p. H 12) According to the Alumni Quarterly, January 1963, p. 6, SUNYA was the State’s first former teachers college to receive permission from the Board of Regents to offer a liberal arts doctoral program.  Ph.D. in Psychology approved. (Alumni Quarterly, Spring 1965, p. 7) "
1963,June,1,"First doctorate (an Ed.D.) awarded to James Arthur Conway of School of Education, SCT, BA ‘54. (Alumni Quarterly, Summer 1963, p. 6 (with photograph)) "
1963,Fall,1,"Programs begun in Atmospheric Sciences, Inter-American Studies, Philosophy, Russian, & Speech. (Alumni Quarterly, Fall 1963, p. 3) "
1963,Fall,9,"Counseling Service open with trained counselors to advise students on academic and personal problems. (Alumni Quarterly, Fall 1963, p. 4; ""New Counseling Service Aids University Students,"" State University News, September 27, 1963, p 5)"
1963,,5,"Albany Study Center for Learning Disabilities (Dept. of Educational Psychology, School of Education) affiliates with SUNYA. The Center, created in 1956 by the Department of Pediatrics of the Albany Medical Center, is now a joint project of the Department of Pediatrics of Albany Medical College of Union University and the School of Education of SUNYA. Originally know for its research on reading and learning disabilities and remediation, the Center's programs would expand to include the study of ""intellectual growth, perceptual functioning, language memory, and the etiology, assessment, and treatment of learning disabilities.""  The Center would later become the Child Research and Study Center. (Center for Learning Disabilities folder, University Relations Subject Files, UA; Centers & Institutes, 1982, pp. 13-14) "
1963,,5,"Center for Executive Development established. (School of Graduate Studies Bulletin, 1964-66, p. 27) "
1963,Date???,6,"Construction bids on Dormitory I (Dutch Quad) received.  The low bidder was Humphreys & Harding of NYC at $7,760,000. The winner of the Service Building contract was McManus, Longe & Brockwell. (Col. Walter Tisdale, Assistant to the President for Planning and Construction, to President Evan R. Collins, ?????,1963, Campus Progress Report No. 9, Campus Progress Report Folder, Campus Construction Collection, UA, hearafter cited as Tisdale to Collins, Date, CPRF, Campus Construction)"
1963,,6,"Camp Johnston, Women’s Athletic Association Cabin in Chatham, NY, probably sold at about this time. (Memo, Merlin Hathaway to David Hartley, Feb. 7, 1963, Camp Dippikill Folder, Dean of Men’s Records) "
1963,March 21,6,"Dam at Campus Pond breaks, flooding businesses across Western Avenue. The $78,383 contract to rebuild the dam was awarded to Kilby Bros., Inc. of Albany and work was completed by December 15. (Fred T. Martin and Fred Smart, ""Flood Hits Western Avenue,"" Knickerbocker News, Late Edition, March 21, 1963, p.1; Tisdale to Collins, October 25, 1963, CPR No. 18 on letting the repair contract, and December 18, 1963, CPR No. 26 on the completion, CPRF, Campus Construction)"
1963,May 9,6,"Knickerbocker News carries article and photo of the revised SUNYA seal created by Jack Kral of the SUNYA paint department.  The seal carries and outer band with ""State University of New York 1948,"" an inner and with the SUNY logo, ""LET EACH BECOME ALL HE IS CAPABLE OF BEING"" and the SUNY shield on the inside.  This represents the formal abandonment of Minerva on the SUNYA seal.  Kral, who is retiring, painted the seal at home over two months.  (Mack Johnson, ""Painter 'Seals' His Retirement,"" Knickerbocker News, May 9, 1963, p. 14c, with hand written notes on scratch pad, April-May 1963 folder, University Relations News Releases,UA) "
1963,May 22,6,"Decision announced that Greek organizations will be forced to move from their houses to the new campus by the Fall of 1965 when first dorm ready. (Dean Ellen Stokes, “New Policy for Fraternities and Sororities,” Alumni Quarterly, Winter 1964, pp. 7-8)  August--Report that the pilings for the high rise dormitory on Dutch Quad were driven to an average depth of 150 to 160 feet. (Tisdale to Collins, August 13, 1963, CPR No. 10, CPRF, Campus Construction)"
1963,September,6,"Tuition assessed for first time for academic year students.  Enrollment total is 3,854: 850 freshmen, 250 transfers, 797 Masters candidates, 19 PHD candidates. (Alumni Quarterly, Fall 1963, p. 3) "
1963,Fall,6,"-–First Joan D. Van Slyke Scholarship awarded for the “educational and living expenses of a worthy and capable young boy or girl who desires to become a teacher and for that purpose to study and be educated.” The intent was that the award would go to students who wanted to become a teacher but who could otherwise not go to college. The recipient received $500.00 a year for four years as long as they maintained good academic standing. The funds were administered by the Benevolent Association.  The fund was established in Miss  Van Slyke's 1962 will.  Van Slyke at one time had an interest in the Wellington Hotel. (Van Slyke Fund folder, Alumni Association Records; SUNYA News Release, ""Albany State Alumni Award $4250 in Scholarships and Assistantships, 10/22/1964, News Releases, November 1964 folder, University Relations News Releases, UA)"
1963,October 24,6,"185 male students move into the first dormitories on the new campus into Van Rensselaer and Rykman Halls on Dutch Quadrangle.  The men had previously been living in motels.  The dorms contain four and five men suites each including three rooms and a bath.  Two rooms are bedrooms and one is a study area.  Each student will have a desk, a chest and a closet for clothes.  Meals will be served in the state campus commissary.  Female students will continue to live in motels. (Carbon of news release, ""University Center at Albany Moves to New Dorms,"" November 2, 1964, Public Relations Information Office, September - December 1964 Folder, University Relations News Releases, University Archives) "
1963,,6,"DecemberBids received by Construction Fund for the estimated $26 million Academic I complex (the West end of the Podium including the Education Building, the Humanities Building, the Library, the Social Sciences Building) at the Uptown Campus.  The contract went to Basic Construction. (Tisdale to Collins, December 18, 1963 and January 3, 1964, CPR Nos. 25 and 26, CPRF, Campus Construction) GRANTS"
1963,April,6,"Announcement that the Department of Chemistry has been award- ed a $17,500 National Science Foundation Grant to upgrade laboratory equipment in the biochemestry lab for sophomores, juniors and seniors. The new equipment will allow students to isolate viruses, cytoplasmic particles, enzimes, etc. (SUNYA News release, [no title], April 10, 1963, April - May folder, University Relations News Releases, UA) STUDENT LIFE "
1963,February 5,6,"Students stage first tuition protest, including a boycott of classes, a picket of the campus, and a march on the State Capital. (""Picket, March, and Pressure Mark Opposition to Tuition,"" State University News, February 8, 1963, pp. 1, 4)"
1963,February 22,6,"WSUA, AM student radio station, signs on the air. The broadcast studio was a janitor’s closet in the basement of Brubacher Hall. The station was originally known as WSCA. (""WSUA Slates Cerra, Tyo for Broadcast Tonight,"" State University News, February 22, 1963, p. 2; Nick Argyros, ""WSUA To Continue to Inform And to Entertain Quad Residents, State University News, May 10, 1963, p. 4; ASP, March 1, 1978???, p. 1)"
1963,May,6,"New name for school yearbook chosen, Torch, replacing Pedagogue, the yearbooks name since 1913. The name was chosen by the members of Kappa Delta Sorority who received a gift certificate from the Co-op. (""TORCH Arrives,"" State University News, May 18, 1963, p. 1)"
1964,"ACADEMIC COLLEGES, DEPARTMENTS, & SCHOOLS",,"  School of Social Welfare created and Dr. Richardson L. Rice was appointed in June 1964 to be the first dean of the school. He held that position until September 1968. (Self Study Report, 1971, p. 1; for Richardson Rice see SUNY News release, [no title], November 21, 1967, November - December 1967 folder, University Relations News Releases, UA)"
1964,Fall,1,"M.A. in German offered.  Ed.D. in Educational Philosophy & Measurement offered. (Alumni Quarterly, Spring 1965, p. 7) "
1964,Fall,1,"Ph.D. in French offered. (Alumni Quarterly, Spring 1965, p. 7; Self Study Report, 1971, p. H12) "
1964,,1,"Chinese language study added to the curriculum.  This is a program jointly supported by SUNYA and Union College with financial support from the Ford Foundation. Mr. William Woo teaches at both schools. The December 1966 news release cited below stated the program was in its second year.(Faculty Bulletin of Information (FBI), Feb. 12, 1965, p. 1; News Release from Union College, stamped received SUNYA December 14, 1966, PIO folder, September - December, 1966, University Relations News Releases, UA)  "
1964,November,9,"Director of Ancillary Services appointed for the first time.  The position would grow into University Auxillary Services.  George E. Brewer was the first director of ancillary services which included food service to dormitories, the university bookstore, the university film service, the student loan service, and real estate management.  The Faculty-Student Association is the principal financial arm behind ancillary services.  SUNYA News Release, ""State University at Albany Appoints Director of Ancillary Services, November 11, 1964,"" Public Relations Office folder September - December 1964, University Relations News Releases, UA) "
1964,March,6,"Department of Conservation agrees to stock the Campus Lake with game fish. (Tisdale to Collins, March 17, 1964, CPR No. 39, CPRF, Campus Construction)"
1964,Spring,6,"Six playing fields near the Western Avenue entrance to the Uptown Campus being readied for use in the spring of 1964 with heavy use in the fall of 1964. (Col. Walter Tisdale, Assistant to the President for Planning and Construction, to President Evan R. Collins, August 1,1963, Campus Progress Report No. 9, Campus Construction Collection, UA, hearafter cited as Tisdale"
1964,"to Collins, CPR, Campus Construction)Summer",6,"Summer Planning Conference for incoming Freshman initiated. (ASP, September 18, 1964, ?) "
1964,April-May,6,"The low bidder for Colonial Quadrangle at $7,887,000, Foster-Newman of Valley Springs is awarded the construction contract. (Tisdale to Collins, April 14 and May 12, 1964, CPR Nos. 42 & 45, CPRF, Campus Construction)"
1964,July,6,"Tisdale reports that negotiations are almost complete for the acquisition of an additional 48 acres on the North East corner of the campus. (Tisdale to Collins, July 27, 1964, CPR No. 52, CRRF, Campus Construction)"
1964,September,6,"Enrollment 4,711: 1,219 freshmen, 298 transfers, 1,0436 graduate students (90 PHD candidates). (Alumni Quarterly, Fall 1964, p. 3; Alumni Quarterly, Spring 1965, p. 6) "
1964,September,6,"Tennis courts on Uptown Campus to be ready by the time student return in the fall. (Tisdale to Collins, August 7, 1964, CPR 53, CPRF, Campus Construction)"
1964,Fall,6,"Project Carillon begun to raise $40,000 for Alumni Carillon on Uptown Campus. (Alumni Quarterly, Fall 1964, pp. 8-9) "
1964,October,6,"New incomplete dormitories on Dutch Quad open for inspection on Parent’s Weekend. (ASP, Oct. 20, 1964, p. 1) "
1964,October 24,6,"Two hundred men move into incomplete Rensselaer & Rywick Dorms. The first of the 1,300 car parking lots was accepted by the University.  The kitchen would not be ready until November 25.(ASP, Oct. 30????, 1964, p. 2; for the parking lot and kitchen see Tisdale to Collins November 6, 1964, CPR No. 54, CPRF, Campus Construction) "
1964,December 12 & 13,6,"Dutch Quad occupied by female students staying at Thruway Motor Inn with aid of Kappa Beta Fraternity brothers. (ASP, Dec. 15, 1964, p. ? shows KB men unloading furniture.) "
1964,December,6,"-–First award of the scholarship from the Mr. & Mrs. Ben V. Smith Fund established in Benevolent Association for students in science courses following $350,000 bequest by Irma St. John Smith in honor of her late father, Joseph St. John, a State Normal School graduate, class of 1868, and faculty member from 1874 until his death in 1882. Ben V. Smith taught science at the New York State College for Teachers until he opened a jewelry store in Albany. (Ben V. Smith Award folder, Alumni Association Records; Alumni Quarterly, Spring 1966, p. 6) "
1965,July,2,"State College News renamed Albany Student Press (ASP). College of General Studies created for non-matriculated part-time adult students. Courses will be offered in the late afternoon, evenings, and Saturdays, or during the regular schedule as course registration permits. Initial classes will be in astronomy, business, chemistry, languages, literature, and the social sciences.  Tuition for those holding a bachelors degree is $20.85 per credit hour, for those without a bachelors it is $14.35 per credit hour. During its first semester of existence, over 100 people enrolled in the for credit program. (News Release, [no title], July 16, 1965, PIO News Releases, July - December folder, University Relations News Releases, UA; News Release 1965, PIO News Releases, July - December folder, University Relations News Releases)"
1965,March 11,2,"School of Criminal Justice approved by SUNY Board of Trustees. (Self Study 1971, p. 8 or 81) The School admits its first students 1968. "
1965,September,2,"-–School of Social Welfare admits first 27 Students. (Lisa James, “News & Notes,” Albany: The University at Albany Magazine with The Carillon, Fall 1991, p. 24) "
1965,Fall,1,"Ed.D. in Higher Education offered. (Alumni Quarterly, Spring 1965, p. 7) "
1965,Fall,1,Ed.D. in History & Philosophy of Education offered.(Ibid.) 
1965,,1,"Ph.D. in Biology offered. (Alumni Quarterly, Spring 1965, p.7) Ph.D. in Chemistry offered. (Ibid.) "
1965,,1,Ph.D. in European History offered. (Ibid.)  Ph.D. in Physics offered. (Ibid.) 
1965,Summer,1,"University offers two study abroad programs, one at the University of Wurtzburg and a second at the University of Nantes. The Wurtzburg Program runs from June 27 to September 4 and cost $951 for round trip airfare, and tuition and fees.  Also included is room and board with a German family, and four weekend excursions to historic sites.  The Nantes Program runs from June 24 to August 28, cost $1110, again including air fare, courses taught in French by native faculty, a week studying in Paris, and weekend excursions.  Both programs offer post season field trips at extra expense, $250 for two weeks in Germany and $340 for three weeks in Germany. (SUNYA News Release, ""Summer Study Abroad,"" December 30, 1964, Public Relat- ions Office Folder, September - December, 1964, University Relations News Re- leases, UA; Alumni Quarterly, Winter 1965, p. 9) "
1965,September,3,"President Collins creates two vice presidential offices. Dr. Webb S. Fiser is appointed the first Vice President for Academic Affairs. Office of Vice President for Student Affairs was also created by Collins. Dr. Clifton H. Thorne, named Dean of Students on July 1, is appointed Vice Presid- ency.(PIO News release, [no title], September 9, 1965, July - December 1965 folder, University Relations News Release, UA; University Telephone Directory, 1965-66, p. 2) "
1965,May,3,"Announcement that the current position of Dean of Women will be abolished when Ellen C. Stokes, the current dean, retires.  The job responsibilities will be transferred to Lois H. Gregg, associate dean of students. (PIO News Release, [no title], May 20, 1965, January - June 1965 folder, University Relations News Releases, UA)"
1965,September,3,"Position of Director of the Computing Center created and E. D. Reilly, Jr. is hired from GE to direct the new Computing Center.  Reilly is also tasked with developing courses in computer science leading to the BA and/or graduate degrees in Computer Science. (PIO News Release, [no title], September 28. 1965, July - December 1965 folder, University Relations News Releases, UA) "
1965,,5,Computing Center established. Shares departmental instruction with Department of Computer Science. Ibid.???
1965,January,6,"New Two Year Air Force ROTC Program announced offered to male students through Union College or Rensselaer Polytechnic Institute. (Flyer for ROTC with a call for registration by January 31, 1965, Public Relations Office News Releases, hereafter PRO News Releases, 1965 Folder, University Relations Office News Releases, 1965)"
1965,February,6,"Announcement that the Economic Opportunity Act of 1964 provides $50,000 to pay enrolled University students to serve as work study students at local social services agencies.  Local service providers include the Albany Homes for Children, Family and Children's Services of Albany, the LaSalle School for Boys, the Trinity Institute, and the rehabilitation division of Albany Medical School. (PIO News Release, [No title], February 8, 1965, UR News Releases, UA) "
1965,April 25,6,"-–University hold first Honors Convocation to recognize superior scholastic ability and achievement. The Convocation was sponsored by Signum Laudis, the school's honorary society, and the Awards Committee. (Albany Student Press, April 23, 1965, p. 1 & April 27, 1965, p. 1 with photo; News release, ""State University at Albany Will Hold First Honors Convocation,"" April 20, 1965, 1965 Folder, PIO News Release, UR News Releases, UA)"
1965,May 7,6,"University receives 13 flags from the government of the Netherlands to be hung in Dutch Quad. (News Release, [no title], May 7, 1965, PIO News Release, 1965, 1965 Folder, University Relatons News Releases, UA)"
1965,May 14,6,"-Great Danes replaces Peds as Albany's sports team name. Great Dane becomes school mascot, replaces the Penguin or Pedguin. (ASP March 5, 1965, p. 2 and May 14, 1965, p. 6)"
1965,May-October,6,"Series of strikes slows construction of academic podium. Tisdale to Collins, May 4, 1965, CPR No. 55, June 11, 1965, CPR No. 57, October 6, 1965, CPR No. 61, CPRF, Campus Construction)"
1965,July,6,"Construction contract for the Infirmary goes to D. Fortunato, Inc. of Floral Park, NY in the amount of $1,205,700 with a projected two year completion date. (Tisdale to Collins, July 28, 1965, CPR No. 59, CPRF, Campus Construction)"
